Tipo;Colonia;Habitaciones;Garages;Suites;Area;Valor;Condominio;Impuesto
Tienda en Centro Comercial;Coyoacán;0;0;0;30;4200.0;6142.5;1438.5
Departamento;Condesa;3;1;0;122;9450.0;4907.0;654.5
Conjunto Comercial/Sala;San Miguel Chapultepec;0;1;0;32;5600.0;2800.0;
Departamento;Polanco;2;2;1;74;10325.0;4980.5;679.0
Tienda en Centro Comercial;Santa Fe;0;1;0;110;7000.0;8165.5;1746.5
Departamento;San Miguel Chapultepec;1;0;0;40;4200.0;2432.5;
Conjunto Comercial/Sala;Centro Histórico;0;6;0;1306;342825.0;77707.0;15767.5
Departamento;Santa Fe;4;2;2;165;21000.0;5950.0;15750.0
Casa de Condominio;San Gregorio Atlapulco;2;1;0;60;2800.0;1050.0;
Tienda/Salón;Centro Histórico;0;0;0;1300;245000.0;;17500.0
Departamento;Santa Fe;2;1;1;98;10150.0;3780.0;581.0
Departamento;Santa Fe;3;0;1;120;19250.0;9450.0;2380.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;330;22750.0;11812.5;4746.0
Departamento;Condesa;3;0;1;116;12250.0;2975.0;525.0
Departamento;Lomas de Chapultepec;3;0;1;120;17500.0;3605.0;2030.0
Departamento;Santa Fe;3;1;2;80;10500.0;4550.0;4662.0
Departamento;Santa Fe;3;2;1;130;19250.0;9450.0;2625.0
Departamento;Peralvillo;3;1;1;70;4900.0;2100.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;6650.0;4445.0;973.0
Conjunto Comercial/Sala;Nativitas;0;1;0;27;2100.0;997.5;119.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;319;50242.5;19645.5;5463.5
Conjunto Comercial/Sala;Santa Fe;0;3;0;30;12250.0;9009.0;2023.0
Departamento;Santa Fe;3;2;1;122;9100.0;3482.5;903.0
Casa de Condominio;Santa Fe;5;3;2;480;28000.0;2800.0;2450.0
Departamento;Santa Fe;1;1;0;40;10500.0;1662.5;3220.0
Conjunto Comercial/Sala;Santa Fe;0;2;0;35;7700.0;6300.0;735.0
Departamento;Doctores;2;0;0;76;3850.0;1225.0;630.0
Departamento;Santa Fe;3;1;1;277;21700.0;2380.0;2569.0
Departamento;Coyoacán;3;1;0;115;35000.0;;
Departamento;Condesa;2;2;1;81;9100.0;1991.5;94.5
Departamento;Condesa;2;0;0;80;16100.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;44;2100.0;1522.5;
Cochera/Estacionamiento;Centro Histórico;0;0;0;0;1925.0;;
Departamento;Santa Fe;2;1;1;79;10850.0;4200.0;560.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;3850.0;2852.5;3647.0
Departamento;Santa Fe;2;1;1;63;9800.0;3605.0;577.5
Departamento;Napoles;2;0;0;80;17500.0;3500.0;
Casa Comercial;Centro Histórico;0;0;0;320;24500.0;;3279.5
Casa de Condominio;Santa Fe;5;3;4;300;31500.0;2870.0;22295.0
Departamento;Bosques de las Lomas;2;2;1;90;9800.0;5285.0;1263.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;42;6300.0;5138.0;955.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;545;219586.5;45825.5;
Conjunto Comercial/Sala;Condesa;0;2;0;102;14000.0;6125.0;20300.0
Departamento;Santa Fe;4;2;4;254;35000.0;11200.0;
Departamento;Coyoacán;3;1;0;80;14700.0;4200.0;878.5
Casa;Xochimilco;10;0;10;976;70000.0;;
Departamento;Santa Fe;4;2;1;145;20300.0;6391.0;1288.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;340;53700.5;26036.5;7045.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;75;12250.0;4375.0;2383.5
Cocineta;San Andrés Tetepilco;1;0;0;30;1575.0;;
Casa Comercial;Roma;0;2;0;700;87500.0;;3850.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;43;8715.0;3325.0;623.0
Casa de Condominio;Santa Fe;4;4;4;760;80531.5;7280.0;
Departamento;Roma;3;2;2;126;22750.0;4725.0;945.0
Departamento;Coyoacán;3;1;1;150;21000.0;5530.0;1645.0
Departamento;Condesa;2;1;1;80;9100.0;2905.0;693.0
Departamento;Santa Fe;3;2;1;145;12250.0;5250.0;
Departamento;Santa Fe;2;1;1;68;8050.0;3360.0;210.0
Departamento;Coyoacán;4;2;1;200;38150.0;12950.0;3230.5
Departamento;Nueva Santa María;3;1;0;60;3850.0;2275.0;70.0
Departamento;Lomas de Chapultepec;2;1;1;82;12250.0;3920.0;1365.0
Departamento;Condesa;1;0;0;36;4725.0;1855.0;87.5
Departamento;Condesa;4;2;4;300;27965.0;6300.0;1792.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;43;4900.0;2800.0;385.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;780;136500.0;32252.5;7574.0
Conjunto Comercial/Sala;Villa de Cortés;0;5;0;540;113400.0;52920.0;
Conjunto Comercial/Sala;Santa Fe;0;20;0;766;190592.5;70514.5;22977.5
Departamento;Lomas de Chapultepec;3;2;1;150;20650.0;6615.0;1960.0
Conjunto Comercial/Sala;Del Valle;0;3;0;471;140122.5;32970.0;9891.0
Departamento;Narvarte;2;1;1;69;6300.0;2170.0;227.5
Departamento;Santa Fe;2;1;1;87;7000.0;4200.0;654.5
Departamento;Coyoacán;1;0;0;60;8400.0;3150.0;444.5
Departamento;San Miguel Chapultepec;2;1;1;72;9100.0;1225.0;
Conjunto Comercial/Sala;Santa Fe;0;2;0;75;13125.0;5320.0;1197.0
Departamento;San Miguel Chapultepec;2;1;0;70;4900.0;1225.0;168.0
Departamento;Santa Fe;2;1;1;85;6300.0;3850.0;483.0
Departamento;Bosques de las Lomas;2;1;1;80;12600.0;2537.5;980.0
Casa;San Ángel;5;3;3;840;91000.0;;4200.0
Departamento;Condesa;1;0;0;31;3850.0;1771.0;203.0
Departamento;Condesa;4;1;0;155;13300.0;5750.5;1214.5
Departamento;Santa Fe;4;3;1;180;28000.0;8050.0;2450.0
Departamento;Lomas de Chapultepec;3;1;1;120;21000.0;6650.0;11784.5
Departamento;Del Valle;3;0;0;112;6650.0;3482.5;598.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;29;2800.0;1400.0;
Edificio Completo;San Andrés Tetepilco;0;10;0;200;15750.0;;14000.0
Casa de Condominio;Santa Fe;4;3;4;350;31500.0;3269.0;31027.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;66;5250.0;7164.5;1169.0
Cocineta;Centro Histórico;1;0;0;19;2975.0;1050.0;84.0
Departamento;Condesa;4;0;1;147;14700.0;3500.0;672.0
Cocineta;Centro Histórico;1;0;0;25;2800.0;1225.0;
Departamento;Coyoacán;3;3;2;235;52500.0;14000.0;3815.0
Departamento;Roma;3;1;1;78;15102.5;3885.0;654.5
Departamento;Lomas de Chapultepec;3;2;1;100;14700.0;3325.0;938.0
Departamento;Condesa;4;1;2;120;15750.0;4900.0;875.0
Conjunto Comercial/Sala;La Florida;0;1;0;20;3500.0;1456.0;234.5
Departamento;Condesa;1;0;0;55;7350.0;2198.0;189.0
Departamento;Lomas de Chapultepec;1;1;0;40;8750.0;1750.0;1050.0
Conjunto Comercial/Sala;Polanco;0;1;0;40;14000.0;5250.0;710.5
Tienda/Salón;Narvarte;0;0;0;720;175000.0;;
Departamento;Coyoacán;3;1;1;151;25200.0;6615.0;2471.0
Galpón/Depósito/Almacén;San Juan Xalpa;0;0;0;5900;108500.0;;
Departamento;Santa Fe;2;1;1;68;8050.0;2800.0;763.0
Departamento;Condesa;3;1;0;90;10500.0;3010.0;
Casa de Condominio;Santa Fe;5;3;5;600;77000.0;3598.0;64953.0
Cocineta;Centro Histórico;1;0;0;31;2625.0;1225.0;70.0
Departamento;Coyoacán;1;1;0;34;6650.0;2800.0;105.0
Departamento;Condesa;4;0;2;160;17500.0;2800.0;700.0
Departamento;Centro Histórico;1;0;0;43;7000.0;;
Cocineta;Condesa;1;0;0;33;6650.0;1575.0;199.5
Departamento;Coyoacán;3;1;1;120;22715.0;6545.0;507.5
Departamento;Lomas de Chapultepec;4;2;1;200;42000.0;8190.0;2310.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;20;10500.0;;
Departamento;Condesa;2;1;0;70;7700.0;2800.0;70.0
Departamento;Bosques de las Lomas;2;1;1;76;11550.0;2625.0;525.0
Departamento;Santa Fe;4;4;4;330;45500.0;12250.0;28000.0
Departamento;Santa Fe;1;1;1;70;12250.0;3675.0;3.5
Departamento;San Antonio Tecomitl;2;1;0;50;1400.0;350.0;
Tienda/Salón;Centro Histórico;0;0;0;200;63000.0;;9100.0
Departamento;Condesa;3;0;1;98;31500.0;1967.0;700.0
Departamento;Bosques de las Lomas;3;3;1;220;45500.0;10150.0;3059.0
Departamento;San Miguel Chapultepec;2;1;1;101;6650.0;2450.0;497.0
Casa de Condominio;Polanco;4;6;4;600;175000.0;;
Conjunto Comercial/Sala;Narvarte;0;1;0;27;3500.0;2159.5;490.0
Casa de Condominio;Santa Fe;4;6;3;681;63000.0;6674.5;6793.5
Departamento;Polanco;2;1;1;74;13650.0;5425.0;577.5
Tienda/Salón;Roma;0;0;0;479;122500.0;;126000.0
Departamento;Santa Fe;4;3;3;160;29750.0;8260.0;1470.0
Departamento;Santa Fe;2;1;1;68;9100.0;3818.5;945.0
Departamento;Condesa;3;1;1;130;17500.0;4200.0;892.5
Departamento;Narvarte;2;1;1;87;8750.0;1925.0;
Departamento;Narvarte;2;0;0;60;5950.0;1872.5;
Departamento;Condesa;2;1;1;110;15050.0;3899.0;840.0
Departamento;Bosques de las Lomas;3;2;1;110;14000.0;3811.5;1403.5
Departamento;Coyoacán;3;2;1;150;17500.0;10150.0;2450.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;36;4200.0;3500.0;5250.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;33;4865.0;2450.0;350.0
Departamento;Santa Fe;4;2;1;177;22750.0;5880.0;1225.0
Cocineta;Roma;1;0;0;32;6300.0;1645.0;105.0
Casa de Condominio;Santa Fe;5;3;2;350;42000.0;6678.0;4445.0
Departamento;San Miguel Chapultepec;2;1;0;97;5600.0;2170.0;98.0
Departamento;Santa Fe;5;3;5;231;52500.0;9114.0;1652.0
Departamento;Narvarte;3;2;2;160;10850.0;4410.0;640.5
Conjunto Comercial/Sala;La Condesa;0;0;0;20;4193.0;;
Casa;Barrio Bravo;2;0;0;180;5075.0;;
Departamento;Coyoacán;4;1;1;150;29750.0;6300.0;1750.0
Departamento;Santa Fe;2;1;1;80;12250.0;3850.0;490.0
Departamento;Coyoacán;3;1;1;170;19250.0;8050.0;1750.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;2800.0;2030.0;175.0
Departamento;Santa Fe;2;1;1;70;7000.0;3150.0;
Conjunto Comercial/Sala;Villa de Cortés;0;7;0;1102;269888.5;94458.0;6744.5
Departamento;Narvarte;2;0;0;70;5600.0;1610.0;168.0
Departamento;Narvarte;3;2;1;110;8050.0;4200.0;595.0
Conjunto Comercial/Sala;Santa Fe;0;5;0;241;63000.0;20244.0;3374.0
Departamento;Santa Fe;4;3;3;160;29750.0;8050.0;
Departamento;El Rosedal;2;1;0;60;4200.0;717.5;
Departamento;Iztacalco;1;0;0;45;1925.0;693.0;
Casa de Vecindad;Arboledas;2;0;1;50;4200.0;;472.5
Departamento;Santa Fe;2;1;1;88;8750.0;3675.0;630.0
Departamento;San Andrés Tetepilco;2;1;0;75;3465.0;;
Conjunto Comercial/Sala;Narvarte;0;0;0;405;42000.0;;9450.0
Departamento;Villa de Guadalupe;3;1;1;63;5775.0;1925.0;280.0
Departamento;Santa Fe;2;1;0;52;4200.0;2450.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;84;17150.0;7770.0;5684.0
Departamento;Condesa;3;1;0;98;14000.0;2999.5;490.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;40;1050.0;2292.5;
Departamento;Ciudad de los Deportes;2;1;0;93;2450.0;2450.0;287.0
Departamento;Narvarte;3;1;1;110;9800.0;2670.5;
Departamento;Coyoacán;2;1;0;70;12950.0;3500.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;600;87500.0;26075.0;9800.0
Departamento;Lomas de Chapultepec;3;2;1;170;33250.0;9800.0;2100.0
Departamento;Santa Fe;4;3;4;380;43750.0;5729.5;4469.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;200;21000.0;12250.0;1750.0
Departamento;Roma;2;1;0;90;9450.0;2268.0;490.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;151;22400.0;13520.5;
Departamento;Arboledas;3;1;0;63;3430.0;2275.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;37;9800.0;3500.0;
Departamento;Santa Fe;2;1;1;85;9800.0;4410.0;
Casa;Roma;4;4;3;335;43750.0;;13499.5
Departamento;Tláhuac;2;1;0;54;2800.0;770.0;
Casa de Condominio;Santa Fe;5;2;3;700;49000.0;5250.0;3850.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;30;2450.0;1680.0;
Tienda/Salón;Centro Histórico;0;0;0;900;4200.0;;
Conjunto Comercial/Sala;Santa Fe;0;7;0;135;21000.0;14700.0;
Departamento;Lomas de Chapultepec;5;3;2;300;66500.0;11760.0;5838.0
Departamento;Santa Fe;4;3;1;180;28000.0;8400.0;2334.5
Departamento;Juárez;1;0;0;50;6300.0;1750.0;238.0
Casa;Polanco;4;3;4;700;122500.0;;5747.0
Conjunto Comercial/Sala;Peralvillo;0;1;0;22;1925.0;1505.0;196.0
Departamento;Coyoacán;3;1;1;180;26250.0;5950.0;2075.5
Departamento;Santa Fe;2;1;0;72;10150.0;2352.0;
Casa de Condominio;Santa Fe;5;4;4;622;35000.0;4865.0;49000.0
Conjunto Comercial/Sala;Santa Fe;0;8;0;250;42000.0;35350.0;
Departamento;Roma;3;1;0;115;16100.0;3388.0;658.0
Conjunto Comercial/Sala;Nativitas;0;0;0;53;2450.0;;
Departamento;Santa Fe;2;1;1;85;7700.0;3850.0;483.0
Tienda/Salón;Condesa;0;1;0;70;3500.0;9163.0;4791.5
Departamento;Coyoacán;4;2;2;190;45500.0;9509.5;4543.0
Departamento;Condesa;3;1;3;250;20300.0;9800.0;1400.0
Tienda/Salón;Lomas de Chapultepec;0;0;0;40;17500.0;7700.0;
Departamento;Del Valle;3;1;1;130;9800.0;5250.0;700.0
Departamento;Santa Fe;4;3;4;220;35000.0;13615.0;42000.0
Departamento;Santa Fe;3;2;3;150;17500.0;2800.0;1820.0
Departamento;Bosques de las Lomas;4;1;1;212;15750.0;4200.0;
Conjunto Comercial/Sala;Santa Fe;0;1;0;32;8750.0;2226.0;969.5
Departamento;Santa Fe;3;2;1;200;12250.0;11200.0;4480.0
Edificio Completo;Narvarte;0;4;0;950;105000.0;;9450.0
Departamento;Santa Fe;4;3;1;160;14700.0;8568.0;1368.5
Departamento;La Condesa;2;0;0;70;7560.0;1995.0;283.5
Departamento;Coyoacán;3;3;1;300;77000.0;14000.0;6426.0
Departamento;Lomas de Chapultepec;2;2;1;130;21000.0;8260.0;2089.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;25;3325.0;1522.5;297.5
Casa;San Ángel;4;4;3;506;63000.0;4550.0;49000.0
Cocineta;Nativitas;1;0;0;23;3150.0;1270.5;87.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;192;37450.0;22095.5;3433.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;31;7000.0;2607.5;
Departamento;Las Águilas;3;2;1;75;5950.0;2275.0;280.0
Casa de Vecindad;San Miguel Chapultepec;4;2;1;78;8050.0;175.0;87.5
Conjunto Comercial/Sala;San Miguel Chapultepec;0;0;0;26;2450.0;1841.0;455.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;846;77000.0;62160.0;16289.0
Departamento;Lomas de Chapultepec;3;4;1;200;47250.0;10150.0;3.5
Departamento;Santa Fe;2;1;1;70;5950.0;4200.0;
Casa;Peralvillo;2;0;0;55;3500.0;;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;70;14000.0;13944.0;1750.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;330;63000.0;13667.5;6632.5
Departamento;Condesa;4;1;1;200;17500.0;6300.0;1522.5
Tienda en Centro Comercial;Santa Fe;0;1;0;70;6965.0;3062.5;1690.5
Tienda/Salón;San Jerónimo;0;1;0;182;42000.0;;
Conjunto Comercial/Sala;Roma;0;20;0;716;187992.0;77000.0;11553.5
Departamento;Bosques de las Lomas;3;2;1;110;14000.0;5313.0;13401.5
Conjunto Comercial/Sala;Santa Fe;0;2;0;80;16100.0;6300.0;2275.0
Tienda en Centro Comercial;Santa Fe;0;1;0;47;21000.0;5600.0;3972.5
Departamento;Lomas de Chapultepec;2;2;1;160;24500.0;8750.0;1711.5
Departamento;La Florida;3;1;1;73;4550.0;2677.5;266.0
Departamento;Santa Fe;2;2;1;85;8400.0;4900.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;155;35000.0;27961.5;2782.5
Departamento;Lomas de Chapultepec;1;0;0;55;16450.0;7000.0;
Conjunto Comercial/Sala;Moctezuma;0;1;0;27;3850.0;2247.0;
Casa;Santa Fe;4;4;4;500;52500.0;3409.0;
Departamento;Santa Fe;2;1;1;85;9800.0;3850.0;
Departamento;Nueva Santa María;3;0;0;100;4900.0;875.0;
Departamento;Coyoacán;3;1;0;120;12250.0;5250.0;721.0
Departamento;San Pedro de los Pinos;2;1;2;84;13650.0;4200.0;997.5
Departamento;Roma;2;1;0;107;10500.0;3850.0;630.0
Departamento;Bosques de las Lomas;4;3;1;240;26250.0;9450.0;3745.0
Departamento;Lomas de Chapultepec;3;1;0;140;22750.0;7525.0;1575.0
Departamento;Condesa;1;0;0;45;7000.0;1400.0;
Tienda/Salón;Condesa;0;0;0;30;9800.0;962.5;
Departamento;Lomas de Chapultepec;2;2;2;150;42000.0;9275.0;2975.0
Departamento;San Miguel Chapultepec;2;1;0;50;5250.0;2135.0;
Departamento;Coyoacán;3;2;1;280;38500.0;5250.0;1225.0
Departamento;Santa Fe;8;4;4;394;63000.0;20769.0;12421.5
Departamento;Santa Fe;1;1;0;60;8050.0;2730.0;
Departamento;Centro Histórico;1;0;0;15;2800.0;1067.5;70.0
Conjunto Comercial/Sala;Las Águilas;0;1;0;32;3150.0;1960.0;392.0
Conjunto Comercial/Sala;Centro Histórico;0;1;0;60;3500.0;7000.0;
Departamento;Coyoacán;2;1;2;85;15750.0;4550.0;563.5
Departamento;Coyoacán;3;2;1;117;22050.0;7700.0;1732.5
Tienda/Salón;San Gregorio Atlapulco;0;0;0;20;2800.0;;
Departamento;Coyoacán;1;1;0;56;14000.0;4900.0;630.0
Departamento;Santa Fe;3;2;1;125;15750.0;5950.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;20;1750.0;1750.0;
Departamento;Condesa;2;1;1;70;11550.0;3150.0;322.0
Conjunto Comercial/Sala;Centro Histórico;0;2;0;500;210000.0;35000.0;
Departamento;Condesa;4;1;0;150;22750.0;5250.0;1235.5
Tienda/Salón;Condesa;0;0;0;220;42000.0;2100.0;
Departamento;Narvarte;2;0;0;70;7350.0;;269.5
Departamento;San Jerónimo;3;1;1;123;11550.0;7700.0;
Departamento;Santa Fe;2;1;1;80;7000.0;3360.0;
Departamento;Coyoacán;3;1;2;135;28000.0;6720.0;7525.0
Departamento;San Miguel Chapultepec;2;0;0;62;3850.0;1575.0;164.5
Departamento;Narvarte;1;0;1;43;4550.0;1855.0;
Departamento;Narvarte;2;1;0;75;4392.5;3034.5;
Departamento;Jardines de San Mateo;2;1;1;60;2975.0;630.0;
Conjunto Comercial/Sala;Lomas de Chapultepec;0;0;0;32;10500.0;3087.0;808.5
Departamento;Roma;1;0;0;93;9100.0;1816.5;318.5
Tienda/Salón;Condesa;0;0;0;100;26250.0;4095.0;1540.0
Departamento;Condesa;1;0;0;30;4900.0;2107.0;630.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;5250.0;1400.0;350.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;36;5950.0;2471.0;476.0
Departamento;Santa Fe;2;1;1;72;14000.0;5810.0;1505.0
Departamento;Condesa;1;1;0;70;8750.0;3045.0;455.0
Departamento;Del Valle;3;0;1;147;10500.0;3563.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;180;17500.0;6324.5;2520.0
Departamento;Lomas de Chapultepec;3;2;1;128;27650.0;8050.0;
Departamento;Coyoacán;3;2;1;100;27650.0;3017.0;1330.0
Departamento;Coyoacán;1;1;1;83;14000.0;4725.0;1435.0
Departamento;Lomas de Chapultepec;4;3;4;304;87500.0;17993.5;5733.0
Conjunto Comercial/Sala;Centro Histórico;0;1;0;384;121226.0;37317.0;4921.0
Departamento;Santa Fe;3;2;1;200;19250.0;6475.0;805.0
Departamento;Santa Fe;2;2;1;75;9800.0;4550.0;560.0
Casa;Juárez;4;0;0;289;14700.0;665.0;1344.0
Departamento;Santa Fe;2;1;1;92;10500.0;3010.0;882.0
Departamento;Coyoacán;3;0;1;114;12250.0;5250.0;577.5
Departamento;Lomas de Chapultepec;4;2;2;153;26250.0;6300.0;2264.5
Departamento;Juárez;2;1;0;50;8050.0;2135.0;
Departamento;Coyoacán;2;2;2;82;28000.0;12495.0;20972.0
Departamento;Condesa;2;0;1;60;9800.0;1925.0;175.0
Tienda/Salón;Condesa;0;0;0;200;70000.0;4200.0;5950.0
Departamento;Lomas de Chapultepec;3;2;1;260;52500.0;22750.0;6356.0
Departamento;Bosques de las Lomas;4;4;4;380;87500.0;14700.0;5250.0
Departamento;Coyoacán;2;1;1;85;21000.0;14700.0;1820.0
Departamento;Santa Fe;1;1;1;75;5250.0;4550.0;
Conjunto Comercial/Sala;Lomas de Chapultepec;0;4;0;300;245000.0;53357.5;
Departamento;San Rafael;2;0;2;80;7000.0;1050.0;350.0
Departamento;Lomas de Chapultepec;2;2;1;148;23450.0;5460.0;2065.0
Conjunto Comercial/Sala;Las Aguilas;0;0;0;28;2345.0;;
Conjunto Comercial/Sala;Centro Histórico;0;10;0;800;140000.0;21700.0;5950.0
Departamento;Lomas de Chapultepec;3;1;0;82;13300.0;5173.0;770.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;340;53700.5;26036.5;7045.5
Cocineta;Narvarte;1;0;0;30;3325.0;675.5;84.0
Departamento;Santa Fe;4;3;1;350;70000.0;13930.0;7350.0
Departamento;Santa Fe;3;2;3;132;12600.0;6265.0;1281.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;32;6300.0;4095.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;36;5250.0;1225.0;
Departamento;Santa Fe;3;3;1;180;17500.0;10097.5;2800.0
Casa;Polanco;4;2;2;380;52500.0;;23450.0
Departamento;Del Valle;3;0;0;120;19250.0;1925.0;682.5
Departamento;Lomas de Chapultepec;2;1;0;65;16800.0;;
Departamento;Coyoacán;3;2;2;210;36750.0;12390.0;2240.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;270;24500.0;11200.0;4102.0
Casa;Tláhuac;2;0;0;60;2450.0;;
Departamento;Coyoacán;3;1;1;130;21000.0;7028.0;1505.0
Departamento;San Pedro de los Pinos;2;1;1;80;10850.0;5075.0;
Departamento;Condesa;3;1;0;75;8400.0;2625.0;609.0
Departamento;Coyoacán;3;2;1;130;17500.0;7374.5;1407.0
Departamento;Del Valle;3;2;1;117;9800.0;3423.0;717.5
Departamento en Hotel;Santa Fe;1;1;0;55;8750.0;4025.0;1050.0
Casa de Condominio;Santa Fe;4;4;4;341;31500.0;2975.0;2681.0
Conjunto Comercial/Sala;Santa Fe;0;1;0;22;1575.0;2765.0;3920.0
Departamento;Santa Fe;3;2;3;145;11200.0;11200.0;6300.0
Departamento;Coyoacán;3;1;1;152;45150.0;5530.0;1260.0
Departamento;Condesa;1;0;0;30;7350.0;1704.5;
Departamento;Santa Fe;3;3;3;300;28000.0;8004.5;4305.0
Departamento;Lomas de Chapultepec;4;3;1;230;87500.0;17745.0;
Conjunto Comercial/Sala;Centro Histórico;0;0;0;350;49000.0;30800.0;7280.0
Departamento;Santa Fe;4;3;2;150;17500.0;7465.5;18658.5
Departamento;Condesa;3;0;0;120;10500.0;2625.0;490.0
Departamento;Santa Fe;2;1;1;81;5950.0;3850.0;350.0
Conjunto Comercial/Sala;Santa Fe;0;13;0;400;168000.0;;
Departamento;San Miguel Chapultepec;2;1;0;40;5600.0;2730.0;178.5
Departamento;Coyoacán;3;1;2;200;49000.0;5950.0;2208.5
Conjunto Comercial/Sala;Roma;0;14;0;700;140000.0;27545.0;34510.0
Conjunto Comercial/Sala;Casa Blanca;0;1;0;27;3850.0;2047.5;
Departamento;Bosques de las Lomas;4;2;2;344;28000.0;11200.0;4403.0
Casa de Condominio;Santa Fe;4;5;3;453;29750.0;1820.0;2394.0
Departamento;Tepalcatlalpan;2;0;0;40;3150.0;;210.0
Departamento;Santa Fe;2;1;1;76;8050.0;3668.0;731.5
Casa;Jardines de San Mateo;1;1;0;50;2275.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;34;3850.0;3178.0;367.5
Departamento;Santa Fe;2;1;1;65;5600.0;2579.5;273.0
Departamento;Lomas de Chapultepec;2;0;0;72;10500.0;3325.0;896.0
Departamento;Coyoacán;4;1;1;200;38500.0;8750.0;1575.0
Conjunto Comercial/Sala;Centro Histórico;0;0;0;40;5250.0;;420.0
Departamento;Del Valle;4;1;1;280;24500.0;6545.0;2037.0
Casa de Condominio;Santa Fe;4;3;3;600;27300.0;3503.5;3342.5
Casa de Condominio;Santa Fe;4;3;4;600;52500.0;7700.0;3500.0
Departamento;Santa Fe;4;1;3;160;29750.0;8050.0;1207.5
Departamento;San Ángel;3;1;1;140;16100.0;5600.0;
Departamento;Coyoacán;3;1;0;120;16800.0;5950.0;1337.0
Conjunto Comercial/Sala;Santa Fe;0;28;0;1500;341250.0;;
Conjunto Comercial/Sala;Santa Fe;0;1;0;26;4550.0;2450.0;
Departamento;La Loma;1;0;0;32;5775.0;2450.0;770.0
Departamento;Coyoacán;1;1;0;80;14700.0;4725.0;1172.5
Conjunto Comercial/Sala;Centro Histórico;0;0;0;50;5075.0;1750.0;420.0
Departamento;Condesa;3;1;0;95;16800.0;4550.0;490.0
Departamento;Coyoacán;3;1;1;140;26250.0;10150.0;1750.0
Edificio Completo;Centro Histórico;0;0;0;675;70875.0;;20650.0
Casa;Bosques de las Lomas;6;2;3;700;66500.0;;
Departamento;Narvarte;2;1;1;80;7700.0;2761.5;241.5
Departamento;Roma;3;1;0;108;22750.0;5040.0;875.0
Departamento;Santa Fe;2;1;1;105;9625.0;5194.0;
Departamento;San Andrés Tetepilco;1;1;0;45;2520.0;280.0;
Cocineta;Juárez;1;0;0;30;3500.0;1410.5;
Casa;Santa Fe;3;4;1;222;16450.0;2572.5;864.5
Departamento;Santa Fe;2;1;1;100;7000.0;5054.0;931.0
Departamento;Santa Fe;2;1;1;100;14000.0;4588.5;
Tienda/Salón;Coyoacán;0;0;0;35;7000.0;9922.5;637.0
Conjunto Comercial/Sala;Santa Fe;0;0;0;31;1750.0;1890.0;
Departamento;Coyoacán;1;1;1;105;35000.0;10150.0;2450.0
Departamento;Coyoacán;3;1;1;130;19250.0;4235.0;945.0
Cocineta;Santa Cruz Atoyac;0;0;0;25;3500.0;1400.0;87.5
Departamento;Arboledas;2;1;0;55;3850.0;945.0;59.5
Conjunto Comercial/Sala;Santa Fe;0;1;0;30;2450.0;2625.0;525.0
Departamento;Narvarte;2;1;1;77;6300.0;2842.0;367.5
Conjunto Comercial/Sala;Centro Histórico;0;4;0;328;103320.0;19516.0;2296.0
